S_ID,typeNP,region,c1,c2,c4,c5,c5.1,c6,c6.1,c7,c7.1_1,c7.1_2,c7.1_3,c7.1_4,c7.1_5,child,c13,c10,c10t,c8.1,c8.2,c8.3,c9.1,c9.2,c9.3,c10.1_1,c10.1_2,c10.1_3,c10.1_4,c10.1t,c10.2_1,c10.2_2,c10.2_3,c10.2_4,c10.2_5,c10.2_6,c10.2_7,c10.2_8,c10.2_9,c10.2_10,c10.2t,c11,c12,d1,d2,d3,d3t,d4,d5_1,d5_2,d5_3,d5_4,d5_5,d5_6,d5_7,d5_8,d5_9,MESSAGE,Link,q13,q8.1,q8.2,q8.3,q9.1,q9.2,q9.3,q11,q12
119184,1.00,1.00,7,65,2,33,2.00,1,1,1,0,0,1,0,0,3.00,1,1,,1,2,2,1,1,1,,,,,,,,,,,,,,,,,,1,3,2,6,,3,1,1,0,1,1,1,1,0,0,2,1,1,2,2,2,1,1,1,,1
119238,2.00,2.00,14,31,2,31,2.00,1,1,1,1,0,0,0,0,1.00,2,4,,2,4,3,1,4,3,,,,,,,,,,,,,,,,,2,,6,2,4,,3,1,0,0,0,1,1,0,0,0,2,1,2,2,4,3,1,3,2,2,
119302,1.00,3.00,3,24,2,30,2.00,1,1,2,1,0,1,0,0,3.00,5,3,,5,5,5,5,5,5,0,0,1,0,,0,0,0,0,0,0,1,0,0,1,?? ????? ????????,5,,6,2,13,,3,1,0,0,0,1,0,1,0,0,2,2,5,5,5,5,5,5,5,5,
119368,3.00,3.00,2,27,2,26,2.00,1,1,1,0,1,0,0,0,2.00,1,4,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1,,6,1,3,,4,1,1,1,1,1,1,1,0,0,2,1,1,1,1,1,1,1,1,1,
119429,2.00,1.00,10,19,2,31,2.00,1,1,1,1,0,0,0,0,1.00,1,4,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1,,6,2,1,,4,1,0,1,1,1,0,0,0,0,2,1,1,1,1,1,1,1,1,1,
119442,3.00,3.00,2,27,2,37,2.00,1,1,2,0,1,0,1,0,4.00,2,1,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,2,6,2,4,,4,1,1,0,0,1,1,1,0,0,2,2,1,1,1,1,1,1,1,,1
119467,1.00,3.00,26,59,2,29,2.00,1,1,1,1,0,0,0,0,1.00,5,3,,5,5,5,5,5,5,0,0,1,0,,1,1,0,0,0,0,1,1,0,0,,5,,6,2,13,,3,0,0,0,1,0,0,0,0,0,2,2,5,5,5,5,5,5,5,5,
119507,2.00,2.00,14,31,2,29,2.00,1,1,1,1,0,0,0,0,1.00,1,5,,1,3,2,1,2,2,,,,,,,,,,,,,,,,,1,,6,2,1,,5,1,0,0,0,1,1,0,0,0,2,1,1,1,3,2,1,3,2,1,
119519,1.00,3.00,4,1,2,39,2.00,1,1,1,0,1,0,0,0,2.00,3,4,,2,3,3,2,2,2,,,,,,,,,,,,,,,,,2,,6,2,4,,6,1,0,0,0,1,1,0,0,0,2,1,2,2,3,3,2,3,3,2,
119998,3.00,3.00,2,27,2,31,2.00,1,1,2,1,1,0,0,0,2.00,1,1,,1,2,2,1,2,1,,,,,,,,,,,,,,,,,,1,6,2,13,,6,1,1,1,0,1,1,0,0,0,2,3,1,1,2,2,1,2,1,,1
120092,1.00,1.00,10,20,2,45,3.00,1,1,1,0,0,0,0,1,5.00,1,1,,1,2,2,1,2,2,,,,,,,,,,,,,,,,,,1,6,2,3,,4,1,0,1,0,1,0,0,0,0,2,3,1,1,2,2,1,2,2,,1
120122,2.00,1.00,6,7,2,32,2.00,1,1,1,0,1,0,0,0,2.00,1,1,,1,2,1,1,2,1,,,,,,,,,,,,,,,,,,1,6,2,4,,3,0,0,0,1,1,0,0,0,0,2,3,1,1,1,1,1,1,1,,1
120128,2.00,1.00,10,19,2,37,2.00,1,1,2,0,0,0,1,1,4.00,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,2,4,12,,2,1,1,1,1,1,1,0,0,0,2,1,1,1,1,1,1,1,1,,1
120166,1.00,2.00,14,30,2,26,2.00,1,1,1,0,1,0,0,0,2.00,2,4,,1,2,2,2,2,2,,,,,,,,,,,,,,,,,1,,4,2,13,,3,1,1,0,1,1,1,1,0,0,2,1,1,1,3,2,1,2,2,1,
120208,3.00,3.00,2,27,2,38,2.00,1,1,2,1,1,0,0,0,2.00,1,1,,1,3,1,1,2,2,,,,,,,,,,,,,,,,,,1,6,2,13,,4,1,0,1,1,1,1,1,0,0,2,3,1,1,2,2,1,2,2,,1
120254,1.00,3.00,24,56,2,25,1.00,1,1,1,1,0,0,0,0,1.00,1,5,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1,,6,2,13,,3,1,0,1,1,1,1,0,0,0,2,3,1,1,1,1,1,1,1,1,
120314,3.00,3.00,2,27,2,37,2.00,1,1,1,0,0,0,0,1,5.00,1,1,,1,2,2,1,2,2,,,,,,,,,,,,,,,,,,1,6,2,3,,4,1,1,1,1,1,1,0,0,0,2,2,2,2,2,2,2,2,2,,2
120366,3.00,3.00,2,27,2,45,3.00,1,1,2,0,1,0,1,0,4.00,2,1,,2,2,1,1,2,1,,,,,,,,,,,,,,,,,,2,5,2,4,,4,1,1,0,1,1,1,1,0,0,2,1,1,2,1,2,2,1,1,,1
120427,1.00,3.00,24,56,2,35,2.00,1,1,2,1,0,0,1,0,4.00,1,1,,1,3,2,1,1,1,,,,,,,,,,,,,,,,,,1,6,2,3,,3,1,1,0,1,1,1,0,0,0,2,1,2,1,2,2,1,2,2,,1
120452,2.00,1.00,10,19,2,36,2.00,1,1,2,0,1,1,0,0,3.00,2,1,,1,4,3,1,2,2,,,,,,,,,,,,,,,,,,1,6,2,10,,2,1,1,1,1,1,1,1,0,0,2,3,1,1,3,3,2,2,2,,2
120456,3.00,3.00,2,27,2,37,2.00,1,1,1,0,0,1,0,0,3.00,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,6,2,12,,3,1,0,0,0,1,0,0,0,0,2,1,1,2,3,2,1,1,2,,1
120486,3.00,3.00,2,27,2,35,2.00,1,1,1,0,0,0,1,0,4.00,2,1,,1,6,6,1,6,6,,,,,,,,,,,,,,,,,,1,3,2,5,,2,1,0,1,1,1,1,0,0,0,2,3,2,1,6,6,1,6,6,,2
120492,1.00,3.00,17,42,2,36,2.00,1,1,2,0,1,1,0,0,3.00,1,1,,1,3,2,1,3,2,,,,,,,,,,,,,,,,,,1,6,2,4,,4,1,0,0,1,1,1,0,0,0,2,1,1,1,3,3,1,3,3,,1
120550,1.00,2.00,11,21,2,28,2.00,1,1,1,1,0,0,0,0,1.00,1,1,,1,2,3,1,2,3,,,,,,,,,,,,,,,,,,2,6,2,13,,3,1,0,0,0,1,1,0,0,0,2,1,1,1,2,2,1,1,1,,2
120553,1.00,2.00,11,21,2,25,1.00,1,1,1,1,0,0,0,0,1.00,2,4,,2,3,2,2,2,2,,,,,,,,,,,,,,,,,2,,4,2,2,,2,1,0,0,0,1,1,1,0,0,2,1,2,2,2,2,2,2,2,1,
120682,1.00,4.00,15,34,2,43,3.00,1,1,1,0,0,0,1,0,4.00,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,4,2,5,,3,0,0,1,0,1,0,0,0,0,2,3,1,1,1,1,1,1,1,,1
120737,2.00,1.00,6,5,2,24,1.00,1,1,1,1,0,0,0,0,1.00,1,5,,1,2,1,1,2,1,,,,,,,,,,,,,,,,,1,,5,2,13,,3,1,1,1,1,1,1,1,0,0,2,1,1,1,2,2,6,2,2,1,
120799,1.00,3.00,24,56,2,40,2.00,1,1,1,0,0,0,0,1,5.00,1,1,,1,2,2,1,2,2,,,,,,,,,,,,,,,,,,1,6,2,5,,2,1,0,1,0,1,1,0,0,0,2,1,1,1,3,1,1,2,1,,1
120882,1.00,3.00,26,60,2,47,3.00,1,1,1,0,0,0,0,1,5.00,2,1,,1,2,2,1,2,2,,,,,,,,,,,,,,,,,,1,6,2,1,,3,1,0,0,1,1,1,1,0,0,2,1,1,1,1,1,1,1,1,,1
120920,3.00,3.00,2,27,2,30,2.00,1,1,2,1,0,1,0,0,1.00,2,4,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,2,,1,2,13,,2,1,0,0,0,1,1,0,0,0,2,1,2,2,2,2,1,2,2,1,
121051,1.00,1.00,10,17,2,38,2.00,1,1,2,0,0,1,0,1,5.00,2,1,,2,3,3,2,3,3,,,,,,,,,,,,,,,,,,2,6,2,10,,3,1,0,1,1,1,0,0,0,0,2,1,2,2,3,3,2,3,3,,2
121257,1.00,2.00,18,43,2,22,1.00,1,1,1,1,0,0,0,0,1.00,3,5,,3,3,3,3,3,3,,,,,,,,,,,,,,,,,3,,3,2,13,,4,1,1,0,1,1,0,0,0,0,2,1,3,3,3,3,3,3,3,3,
121344,1.00,1.00,7,66,2,27,2.00,1,1,2,1,1,0,0,0,1.00,3,1,,1,3,3,3,3,3,,,,,,,,,,,,,,,,,,2,3,2,13,,3,0,1,0,1,0,0,0,0,0,2,1,1,1,1,1,1,1,1,,1
121352,3.00,3.00,2,27,2,34,2.00,1,1,1,0,0,1,0,0,3.00,2,1,,1,2,2,1,2,2,,,,,,,,,,,,,,,,,,1,6,2,4,,4,1,1,0,0,1,1,0,0,0,2,3,1,1,2,2,1,2,2,,1
121368,1.00,3.00,24,55,2,24,1.00,1,1,1,1,0,0,0,0,1.00,1,4,,1,2,1,1,2,1,,,,,,,,,,,,,,,,,1,,5,3,1,,4,1,0,1,1,1,0,1,0,0,2,1,1,1,2,1,1,2,1,1,
121369,1.00,1.00,10,20,2,39,2.00,1,1,1,1,0,0,0,0,1.00,1,4,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1,,6,2,4,,3,1,1,1,1,1,1,1,0,0,2,1,1,1,3,3,1,1,1,1,
121548,3.00,3.00,2,27,2,32,2.00,1,1,2,0,1,0,0,0,2.00,4,4,,3,4,5,3,3,4,,,,,,,,,,,,,,,,,1,,6,2,4,,3,1,0,0,0,1,0,0,0,0,2,1,3,3,4,4,3,4,4,2,
121642,1.00,3.00,17,42,2,26,2.00,1,1,1,1,0,0,0,0,1.00,1,4,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1,,6,2,13,,3,1,0,1,1,1,1,0,0,0,2,1,1,1,1,1,1,1,1,1,
121691,1.00,3.00,4,1,2,27,2.00,1,1,1,1,0,0,0,0,1.00,1,4,,1,2,1,1,1,1,,,,,,,,,,,,,,,,,1,,6,2,13,,3,1,1,0,0,1,1,0,0,0,2,1,1,1,2,2,1,2,2,1,
121801,2.00,4.00,16,38,2,22,1.00,1,1,1,1,0,0,0,0,1.00,1,5,,1,2,2,1,2,2,,,,,,,,,,,,,,,,,1,,6,2,13,,4,1,1,1,1,1,1,0,0,0,2,1,1,1,2,2,1,2,2,1,
121861,2.00,4.00,16,38,2,26,2.00,1,1,2,1,0,1,0,0,3.00,1,1,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,1,5,2,13,,2,1,1,0,1,1,1,0,0,0,2,1,1,1,3,3,2,2,2,,1
121947,3.00,1.00,21,50,2,23,1.00,1,1,1,1,0,0,0,0,1.00,1,4,,1,2,2,1,2,2,,,,,,,,,,,,,,,,,1,,5,2,13,,2,0,0,0,1,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,
122009,3.00,3.00,2,27,2,39,2.00,1,1,1,1,0,0,0,0,1.00,2,4,,2,3,2,1,2,2,,,,,,,,,,,,,,,,,1,,6,1,3,,4,1,0,1,1,1,1,1,0,0,2,2,2,2,3,2,2,3,2,1,
122080,3.00,3.00,2,27,2,42,3.00,1,1,3,0,0,1,1,1,5.00,2,1,,1,2,2,1,2,2,,,,,,,,,,,,,,,,,,1,3,2,2,,2,1,0,1,1,0,0,0,0,0,2,1,1,1,1,1,1,2,1,,1
122144,1.00,2.00,18,43,2,34,2.00,1,1,1,0,0,1,0,0,3.00,2,1,,2,3,3,1,3,3,,,,,,,,,,,,,,,,,,1,6,2,12,,3,1,0,1,1,1,1,0,0,0,2,1,2,2,3,2,1,2,2,,1
122203,1.00,4.00,22,51,2,35,2.00,1,1,2,0,1,0,1,0,4.00,3,1,,2,3,3,3,3,3,,,,,,,,,,,,,,,,,,3,4,4,2,,2,1,0,1,1,1,1,0,0,0,2,1,3,3,3,3,2,3,3,,3
122252,1.00,2.00,11,23,2,24,1.00,1,1,1,1,0,0,0,0,1.00,2,5,,1,2,2,1,2,2,,,,,,,,,,,,,,,,,1,,6,2,3,,3,1,1,0,1,1,1,1,0,0,2,1,2,2,2,2,2,2,2,2,
122266,3.00,1.00,21,50,2,45,3.00,1,1,1,0,0,0,1,0,4.00,2,1,,1,2,1,1,2,2,,,,,,,,,,,,,,,,,,1,5,2,1,,2,0,0,1,1,1,0,0,0,0,2,1,2,2,3,2,1,3,2,,2
122271,1.00,3.00,19,45,2,48,3.00,1,1,2,0,0,0,1,1,5.00,2,1,,1,3,2,2,2,1,,,,,,,,,,,,,,,,,,1,6,2,5,,4,1,0,0,1,1,1,0,0,0,2,1,2,2,2,3,2,2,2,,1
122277,1.00,3.00,24,56,2,32,2.00,1,1,1,1,0,0,0,0,1.00,1,1,,1,2,1,1,2,1,,,,,,,,,,,,,,,,,,1,6,2,12,,3,1,0,1,1,1,0,0,0,0,2,1,1,1,2,1,1,2,1,,1
122316,3.00,3.00,2,27,2,45,3.00,1,1,1,0,0,0,1,0,4.00,1,1,,1,2,1,1,2,1,,,,,,,,,,,,,,,,,,1,6,2,4,,3,1,0,0,0,1,1,0,0,0,2,1,1,2,2,2,1,2,1,,1
122330,1.00,3.00,19,45,2,34,2.00,1,1,1,0,0,1,0,0,3.00,1,1,,1,2,2,1,2,2,,,,,,,,,,,,,,,,,,1,3,2,10,,3,1,0,0,1,1,1,0,0,0,2,1,1,1,2,2,1,2,2,,1
122368,1.00,1.00,7,65,2,37,2.00,1,1,2,0,0,1,0,0,3.00,3,2,,3,4,3,2,3,3,0,1,0,0,,,,,,,,,,,,,1,,6,3,4,,3,0,1,1,1,1,0,0,0,0,2,1,2,2,3,3,3,3,3,2,
122380,2.00,1.00,10,19,2,34,2.00,1,1,1,0,0,1,0,0,3.00,1,1,,1,2,2,1,2,2,,,,,,,,,,,,,,,,,,1,6,2,4,,2,1,0,0,0,1,1,0,0,0,2,1,1,1,2,2,1,2,2,,1
122804,2.00,2.00,14,31,2,32,2.00,1,1,1,1,0,0,0,0,1.00,1,2,,1,2,1,1,1,1,1,0,0,0,,,,,,,,,,,,,2,,6,2,13,,2,0,0,0,0,1,0,0,0,0,2,3,1,2,2,2,1,2,1,1,
122818,2.00,1.00,6,5,2,29,2.00,1,1,1,0,1,0,0,0,2.00,3,2,,1,3,3,2,2,2,1,1,0,0,,,,,,,,,,,,,1,,3,2,2,,3,1,0,0,1,1,1,0,0,0,2,1,1,1,2,2,1,1,1,1,
122835,2.00,1.00,6,7,2,31,2.00,1,1,1,1,0,0,0,0,1.00,1,4,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1,,4,2,13,,3,1,1,1,1,1,1,0,0,0,2,1,1,1,1,1,1,1,1,1,
122884,1.00,2.00,20,47,2,36,2.00,1,1,2,1,1,0,0,0,2.00,2,4,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,1,,6,2,13,,3,1,0,0,1,1,1,0,0,0,2,1,2,2,2,2,2,2,2,1,
122889,2.00,1.00,10,19,2,38,2.00,1,1,2,0,0,1,1,0,4.00,2,1,,1,3,2,1,3,2,,,,,,,,,,,,,,,,,,1,4,2,4,,3,1,0,1,1,1,1,0,0,0,2,1,2,1,3,2,1,3,2,,1
122894,3.00,3.00,2,27,2,34,2.00,1,1,2,0,0,1,1,0,4.00,2,1,,1,2,1,1,1,1,,,,,,,,,,,,,,,,,,1,6,2,6,,2,1,0,0,1,1,0,0,0,0,2,1,1,1,1,1,1,1,1,,1
122953,2.00,1.00,6,7,2,34,2.00,1,1,2,1,0,1,0,0,3.00,1,2,,1,3,3,1,3,2,1,0,0,0,,,,,,,,,,,,,1,,6,2,6,,3,1,1,1,1,1,1,0,0,0,2,1,1,1,3,2,1,3,2,1,
123275,1.00,3.00,8,12,2,33,2.00,1,1,2,1,0,0,1,0,4.00,2,1,,1,2,2,1,1,1,,,,,,,,,,,,,,,,,,1,4,2,13,,3,1,0,1,1,1,1,1,0,0,2,1,2,2,2,2,2,2,2,,1
123299,3.00,3.00,2,27,2,37,2.00,1,1,2,0,0,1,1,0,4.00,1,1,,1,2,1,1,1,1,,,,,,,,,,,,,,,,,,1,3,2,12,,4,1,0,1,1,1,1,0,0,0,2,1,1,1,2,1,1,2,1,,1
123302,1.00,3.00,24,55,2,30,2.00,1,1,1,0,1,0,0,0,2.00,6,4,,2,6,6,2,4,6,,,,,,,,,,,,,,,,,2,,5,3,13,,2,1,0,0,1,1,0,0,0,0,2,1,2,2,6,6,2,6,6,2,
123472,2.00,2.00,14,31,2,33,2.00,1,1,1,0,1,0,0,0,2.00,2,1,,1,2,2,1,1,1,,,,,,,,,,,,,,,,,,1,6,3,5,,3,1,0,0,0,0,0,0,0,0,2,1,1,2,2,2,1,1,2,,1
123520,1.00,2.00,5,3,2,28,2.00,1,1,1,0,1,0,0,0,2.00,1,4,,1,2,2,1,2,2,,,,,,,,,,,,,,,,,1,,6,2,2,,3,1,0,0,0,1,1,0,0,0,2,1,1,1,2,2,1,2,2,1,
123637,3.00,3.00,2,27,2,32,2.00,1,1,1,1,0,0,0,0,1.00,1,4,,1,1,2,1,1,2,,,,,,,,,,,,,,,,,1,,5,2,13,,3,1,0,1,1,1,1,1,0,0,2,1,1,1,1,2,1,1,2,1,
124113,2.00,1.00,6,5,2,55,3.00,1,1,1,0,0,0,0,1,5.00,4,3,,4,5,4,2,4,6,0,1,0,0,,,,,,,,,,,,,3,,2,2,10,,2,1,0,0,0,1,0,0,0,0,2,1,3,2,4,2,2,4,2,2,
124153,2.00,1.00,6,5,2,31,2.00,1,1,2,1,0,1,0,0,3.00,1,1,,1,2,2,1,2,2,,,,,,,,,,,,,,,,,,2,6,2,13,,4,0,1,0,1,1,0,0,0,0,2,3,1,1,2,2,2,2,2,,1
124204,2.00,4.00,16,38,2,55,3.00,1,1,1,0,0,0,0,1,5.00,4,7,,5,4,4,4,4,4,,,,,,,,,,,,,,,,,6,,4,2,6,,3,1,0,1,1,1,1,1,0,0,2,3,4,4,4,4,4,4,4,6,
124270,2.00,2.00,14,31,2,32,2.00,1,1,1,1,0,0,0,0,1.00,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,6,2,13,,3,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,,1
124280,1.00,3.00,26,60,2,41,3.00,1,1,2,0,1,0,0,1,5.00,2,1,,1,2,2,1,1,1,,,,,,,,,,,,,,,,,,1,6,2,6,,1,1,0,0,0,1,0,0,0,0,2,1,2,1,2,2,1,1,1,,1
124296,1.00,4.00,15,34,2,33,2.00,1,1,2,1,1,0,0,0,2.00,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,5,2,13,,3,1,1,0,0,1,1,0,0,0,2,1,1,1,1,1,1,1,1,,1
124412,2.00,1.00,6,5,2,27,2.00,1,1,1,0,1,0,0,0,2.00,3,4,,2,3,2,2,3,2,,,,,,,,,,,,,,,,,2,,6,2,1,,4,1,1,1,1,1,1,0,0,0,2,1,3,2,4,3,2,3,3,2,
124592,2.00,1.00,10,19,2,46,3.00,1,1,2,0,0,0,1,0,4.00,3,1,,3,6,6,2,6,2,,,,,,,,,,,,,,,,,,6,6,1,3,,4,0,0,1,0,1,0,0,0,0,2,1,3,3,6,6,2,4,6,,2
125089,2.00,1.00,6,7,2,45,3.00,1,1,2,0,0,1,0,1,5.00,2,1,,1,2,1,2,3,2,,,,,,,,,,,,,,,,,,2,6,2,4,,3,1,0,1,1,1,1,1,0,0,2,1,1,1,2,1,1,2,1,,1
125153,1.00,3.00,3,25,2,36,2.00,1,1,2,1,0,0,0,0,1.00,1,4,,1,3,3,1,1,1,,,,,,,,,,,,,,,,,1,,6,2,4,,3,1,1,0,1,1,1,0,0,0,2,1,1,1,3,3,1,2,2,1,
125420,1.00,3.00,8,12,2,42,3.00,1,1,3,1,1,0,1,0,4.00,5,3,,5,5,5,5,5,5,0,0,1,0,,1,1,1,1,0,0,1,0,1,1,"?????, ????????, ???????????? ?? ??????? ??????????? ????? ????? ???? ?????? ?? ????????.",5,,6,2,4,,4,1,0,0,0,1,0,0,0,0,2,2,5,5,5,5,5,5,5,5,
126599,1.00,2.00,23,53,2,32,2.00,1,1,2,1,1,0,0,0,2.00,2,1,,1,2,2,1,2,2,,,,,,,,,,,,,,,,,,1,5,2,13,,4,1,0,1,1,1,1,0,0,0,2,1,1,1,2,2,1,2,2,,1
126768,3.00,3.00,2,27,2,43,3.00,1,1,1,0,0,0,0,1,5.00,2,1,,1,2,2,1,2,2,,,,,,,,,,,,,,,,,,1,4,2,6,,2,1,0,0,0,1,1,0,0,0,2,2,2,2,2,2,1,2,2,,1
127605,2.00,2.00,14,31,2,36,2.00,1,1,2,0,0,0,1,0,4.00,2,1,,2,3,2,1,2,1,,,,,,,,,,,,,,,,,,1,6,2,4,,3,1,0,1,0,1,1,0,0,0,2,1,2,2,3,2,2,2,2,,1
128379,1.00,2.00,23,53,2,44,3.00,1,1,2,0,0,1,1,0,4.00,1,1,,1,2,3,2,2,3,,,,,,,,,,,,,,,,,,1,6,2,16,???????,2,1,0,0,0,1,1,0,0,0,2,1,1,2,2,2,1,2,2,,1
118492,1.00,3.00,24,56,2,33,2.00,1,1,1,0,0,1,0,0,3.00,1,1,,1,2,2,1,2,2,,,,,,,,,,,,,,,,,,1,6,2,3,,3,1,0,0,0,1,1,1,0,0,1,1,1,1,2,1,1,2,1,,1
118535,1.00,3.00,17,42,2,32,2.00,1,1,1,0,0,0,1,0,4.00,4,3,,3,5,3,2,4,3,0,0,1,0,,1,0,1,1,0,0,1,0,0,0,,3,,3,2,6,,3,1,0,0,1,1,1,1,0,0,1,2,3,3,3,3,3,3,3,3,
118665,1.00,3.00,19,45,2,24,1.00,1,1,1,0,1,0,0,0,2.00,1,4,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1,,5,3,5,,3,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,
118825,1.00,3.00,17,42,2,36,2.00,1,1,2,1,0,0,1,0,1.00,1,4,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1,,6,2,13,,2,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,
118842,2.00,4.00,16,38,2,30,2.00,1,1,2,1,1,0,0,0,2.00,3,2,,2,3,2,1,3,2,0,1,0,0,,,,,,,,,,,,,1,,5,2,3,,3,1,1,1,1,1,1,0,0,0,1,1,2,3,3,2,3,2,2,1,
118845,2.00,4.00,16,38,2,30,2.00,1,1,1,0,1,0,0,0,2.00,2,1,,2,3,2,2,2,2,,,,,,,,,,,,,,,,,,1,6,2,13,,3,1,0,0,1,1,0,0,0,0,1,1,2,2,3,2,2,2,3,,2
118865,3.00,3.00,2,27,2,42,3.00,1,1,1,0,0,0,0,1,5.00,1,1,,1,2,1,1,1,1,,,,,,,,,,,,,,,,,,1,4,3,6,,3,1,0,1,1,1,1,0,0,0,1,2,1,1,1,1,1,1,1,,1
118874,3.00,1.00,21,50,2,33,2.00,1,1,1,1,0,0,0,0,1.00,5,3,,5,5,5,5,5,5,0,0,1,0,,1,1,0,0,0,0,1,1,1,0,,4,,6,2,13,,4,0,1,0,1,1,0,0,0,0,1,2,4,4,6,6,4,4,4,4,
118876,2.00,1.00,6,7,2,35,2.00,1,1,1,0,1,0,0,0,2.00,2,1,,2,3,2,2,3,2,,,,,,,,,,,,,,,,,,1,6,2,4,,3,0,0,1,0,1,0,1,0,0,1,1,2,2,3,3,2,2,2,,2
118896,3.00,3.00,2,27,2,43,3.00,1,1,4,0,0,1,0,0,3.00,4,3,,5,5,5,5,5,5,0,0,0,1,???? ?? ???? ??? ?????? ?????????? ??? ?????? ?????????? ??? ? ??????? ??,,,,,,,,,,,,5,,5,2,3,,4,1,0,1,1,1,1,0,0,0,1,2,5,5,5,5,5,5,5,5,
118971,3.00,3.00,2,27,2,29,2.00,1,1,2,0,0,1,1,0,4.00,2,3,,2,4,4,2,4,4,0,1,0,0,,,,,,,,,,,,,2,,4,2,1,,4,1,0,0,1,1,1,1,0,0,1,1,2,2,2,2,2,2,2,2,
119085,1.00,4.00,22,51,2,37,2.00,1,1,1,1,0,0,0,0,1.00,3,5,,2,6,4,2,6,4,,,,,,,,,,,,,,,,,2,,6,2,4,,3,1,1,1,1,1,1,0,0,0,1,1,3,2,4,3,2,3,3,2,
119133,1.00,2.00,18,43,2,29,2.00,1,1,1,1,0,0,0,0,1.00,1,4,,1,2,1,1,2,1,,,,,,,,,,,,,,,,,1,,4,2,13,,3,1,0,0,1,1,1,0,0,0,1,1,1,1,2,2,1,2,2,1,
119169,3.00,3.00,2,27,2,32,2.00,1,1,1,1,0,0,0,0,1.00,1,4,,1,2,1,1,1,1,,,,,,,,,,,,,,,,,1,,6,2,13,,3,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,2,1,1,
119201,1.00,2.00,11,21,2,48,3.00,1,1,2,0,1,0,0,1,5.00,1,1,,1,2,1,1,2,2,,,,,,,,,,,,,,,,,,1,6,2,4,,4,1,0,0,0,1,1,1,0,0,1,1,1,1,2,2,1,2,2,,1
119202,2.00,1.00,6,5,2,24,1.00,1,1,1,1,0,0,0,0,1.00,3,5,,2,3,3,3,3,3,,,,,,,,,,,,,,,,,2,,6,2,13,,4,0,0,1,1,1,0,0,0,0,1,1,2,2,3,3,2,3,2,2,
119219,2.00,1.00,10,19,2,28,2.00,1,1,1,1,0,0,0,0,1.00,2,4,,1,3,2,1,1,2,,,,,,,,,,,,,,,,,1,,3,2,13,,3,1,1,0,0,1,1,0,0,0,1,1,2,1,2,3,1,2,2,2,
119241,1.00,1.00,6,10,2,40,2.00,1,1,1,0,0,1,0,0,3.00,1,1,,1,2,1,1,1,1,,,,,,,,,,,,,,,,,,1,6,2,3,,3,1,0,0,1,1,0,0,0,0,1,2,1,1,1,1,1,1,1,,1
119254,2.00,1.00,6,5,2,33,2.00,1,1,1,1,0,0,0,0,1.00,2,4,,2,3,3,1,2,2,,,,,,,,,,,,,,,,,2,,4,2,13,,3,1,1,0,1,1,0,0,0,0,1,3,2,2,3,2,2,3,2,1,
119284,1.00,3.00,8,12,2,24,1.00,1,1,1,1,0,0,0,0,1.00,1,4,,1,3,1,1,2,1,,,,,,,,,,,,,,,,,1,,6,2,13,,3,1,1,0,1,1,1,0,0,0,1,3,1,1,2,1,1,1,1,1,
119304,1.00,2.00,20,47,2,32,2.00,1,1,2,0,0,1,1,0,3.00,2,2,,2,3,2,3,3,6,0,1,0,0,,,,,,,,,,,,,2,,6,2,4,,3,1,0,0,0,1,1,0,0,0,1,3,2,2,2,2,2,6,2,1,
119307,1.00,4.00,15,34,2,35,2.00,1,1,1,0,1,0,0,0,2.00,2,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,2,2,15,,2,1,1,0,1,1,0,0,0,0,1,3,1,1,2,2,1,1,1,,1
119325,3.00,3.00,2,27,2,40,2.00,1,1,3,1,1,1,0,0,1.00,1,4,,1,3,2,1,2,2,,,,,,,,,,,,,,,,,1,,6,2,13,,3,1,0,0,0,1,0,0,0,0,1,1,1,1,2,2,1,2,2,1,
