S_ID,typeNP,region,c1,c2,c4,c5,c5.1,c6,c6.1,c7,c7.1_1,c7.1_2,c7.1_3,c7.1_4,c7.1_5,child,c13,c10,c10t,c8.1,c8.2,c8.3,c9.1,c9.2,c9.3,c10.1_1,c10.1_2,c10.1_3,c10.1_4,c10.1t,c10.2_1,c10.2_2,c10.2_3,c10.2_4,c10.2_5,c10.2_6,c10.2_7,c10.2_8,c10.2_9,c10.2_10,c10.2t,c11,c12,d1,d2,d3,d3t,d4,d5_1,d5_2,d5_3,d5_4,d5_5,d5_6,d5_7,d5_8,d5_9,MESSAGE,Link,q13,q8.1,q8.2,q8.3,q9.1,q9.2,q9.3,q11,q12
119339,1.00,2.00,9,16,2,32,2.00,1,1,1,1,0,0,0,0,1.00,1,4,,1,2,1,1,1,1,,,,,,,,,,,,,,,,,1,,6,2,13,,3,1,1,0,1,1,1,0,0,0,1,3,1,1,2,1,1,1,1,1,
119379,2.00,2.00,14,31,2,40,2.00,1,1,1,0,0,0,0,1,5.00,2,1,,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,1,6,2,3,,3,1,0,1,0,1,1,0,0,0,1,1,1,1,2,2,1,2,2,,1
119393,1.00,4.00,22,51,2,33,2.00,1,1,1,0,0,0,1,0,4.00,2,1,,1,2,2,1,1,1,,,,,,,,,,,,,,,,,,1,5,2,1,,4,1,1,1,1,1,1,1,0,0,1,3,1,2,2,2,1,2,2,,1
119512,1.00,2.00,9,16,2,32,2.00,1,1,2,1,0,1,0,0,3.00,1,1,,1,3,2,1,2,2,,,,,,,,,,,,,,,,,,1,6,2,13,,3,1,0,0,0,1,1,0,0,0,1,1,2,2,3,2,1,2,2,,1
119522,1.00,1.00,10,20,2,36,2.00,1,1,2,1,1,0,0,0,1.00,1,4,,1,2,1,1,1,1,,,,,,,,,,,,,,,,,1,,6,2,4,,4,1,0,0,0,1,1,0,0,0,1,1,1,1,2,1,1,2,1,1,
119540,2.00,1.00,6,7,2,40,2.00,1,1,1,0,0,1,0,0,3.00,1,1,,1,2,1,1,2,1,,,,,,,,,,,,,,,,,,1,6,2,12,,3,1,0,1,0,1,0,0,0,0,1,3,1,1,2,1,1,2,1,,1
119581,1.00,2.00,14,30,2,23,1.00,1,1,1,1,0,0,0,0,1.00,2,2,,2,3,3,2,3,3,1,0,0,0,,,,,,,,,,,,,2,,5,2,13,,2,1,0,1,1,1,1,1,0,0,1,1,2,2,3,3,2,3,3,2,
119684,2.00,1.00,6,5,2,34,2.00,1,1,1,0,0,1,0,0,3.00,1,1,,1,2,2,1,1,1,,,,,,,,,,,,,,,,,,1,6,1,4,,2,1,0,0,1,1,1,1,0,0,1,2,1,1,2,2,1,2,2,,1
119767,3.00,1.00,21,50,2,30,2.00,1,1,1,0,0,1,0,0,3.00,2,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,2,6,2,6,,5,0,0,1,1,1,0,0,0,0,1,1,1,1,2,1,1,2,1,,1
119768,1.00,3.00,3,26,2,37,2.00,1,1,1,0,0,1,0,0,3.00,6,1,,3,5,3,1,1,6,,,,,,,,,,,,,,,,,,6,3,1,5,,2,1,0,1,1,1,1,1,0,0,1,3,3,3,5,3,2,3,3,,6
119782,3.00,1.00,21,50,2,28,2.00,1,1,1,1,0,0,0,0,1.00,1,4,,2,2,2,1,1,1,,,,,,,,,,,,,,,,,1,,6,2,10,,3,0,1,0,1,1,0,0,0,0,1,1,2,2,2,2,2,2,2,2,
120053,2.00,1.00,10,19,2,38,2.00,1,1,1,0,0,1,0,0,3.00,1,1,,1,3,2,1,2,2,,,,,,,,,,,,,,,,,,1,6,2,4,,3,1,0,0,0,1,0,0,0,0,1,1,1,1,2,2,1,2,2,,1
120218,3.00,3.00,2,27,2,36,2.00,1,1,1,0,1,0,0,0,2.00,3,4,,2,3,2,2,3,2,,,,,,,,,,,,,,,,,2,,6,1,4,,4,0,1,0,0,0,0,0,0,0,1,3,2,2,3,2,2,3,2,2,
120244,2.00,1.00,6,7,2,28,2.00,1,1,2,1,0,0,0,0,1.00,2,4,,1,3,2,1,1,2,,,,,,,,,,,,,,,,,1,,6,2,13,,6,1,0,1,1,1,0,0,0,0,1,1,1,1,2,2,1,1,6,1,
120245,3.00,3.00,2,27,2,36,2.00,1,1,1,0,1,0,0,0,2.00,1,4,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1,,6,2,3,,4,1,0,1,1,1,0,1,0,0,1,3,1,1,1,1,1,1,1,1,
120257,3.00,3.00,2,27,2,23,1.00,1,1,1,1,0,0,0,0,1.00,1,5,,1,2,1,1,1,1,,,,,,,,,,,,,,,,,1,,6,2,13,,2,1,1,0,1,1,0,0,0,0,1,1,1,1,2,1,1,2,1,1,
120261,1.00,2.00,20,47,2,39,2.00,1,1,2,0,1,0,1,0,4.00,1,1,,1,2,1,1,1,1,,,,,,,,,,,,,,,,,,2,6,2,5,,3,1,0,1,1,1,1,1,0,0,1,1,1,1,2,2,1,2,2,,2
120268,1.00,2.00,9,15,2,30,2.00,1,1,1,1,0,0,0,0,1.00,4,3,,5,5,3,5,5,3,0,1,0,0,,,,,,,,,,,,,5,,6,2,13,,5,1,0,1,1,1,1,0,0,0,1,2,3,4,5,3,4,5,5,3,
120297,3.00,1.00,21,50,2,29,2.00,1,1,1,0,1,0,0,0,2.00,1,1,,1,2,1,1,1,1,,,,,,,,,,,,,,,,,,1,6,2,4,,6,0,1,0,1,1,0,0,0,0,1,1,1,1,2,1,1,1,1,,1
120329,1.00,3.00,4,1,2,21,1.00,1,1,1,1,0,0,0,0,1.00,1,5,,1,2,1,1,2,1,,,,,,,,,,,,,,,,,1,,4,2,13,,3,1,0,0,1,1,1,0,0,0,1,1,1,1,2,1,1,1,1,1,
120340,1.00,2.00,23,53,2,32,2.00,1,1,2,1,0,1,0,0,3.00,1,1,,1,2,2,1,2,2,,,,,,,,,,,,,,,,,,1,6,2,13,,3,1,0,0,1,1,0,1,0,0,1,1,1,1,2,1,1,2,1,,1
120352,1.00,3.00,24,56,2,33,2.00,1,1,1,0,1,0,0,0,2.00,1,1,,1,3,3,1,3,3,,,,,,,,,,,,,,,,,,1,6,1,3,,3,1,0,0,0,1,1,0,0,0,1,1,1,1,3,3,1,3,3,,1
120394,1.00,2.00,14,30,2,28,2.00,1,1,1,1,0,0,0,0,1.00,1,4,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,1,,6,2,13,,3,1,0,1,1,1,0,0,0,0,1,3,1,1,2,2,1,2,2,1,
120458,1.00,1.00,6,6,2,39,2.00,1,1,1,0,0,0,0,1,5.00,4,1,,3,6,6,6,3,6,,,,,,,,,,,,,,,,,,3,4,3,12,,3,1,0,0,0,1,1,1,0,0,1,3,6,2,3,2,3,3,3,,2
120512,1.00,4.00,22,51,2,33,2.00,1,1,2,0,1,0,0,1,2.00,2,4,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,2,,6,2,4,,3,1,0,1,1,1,0,0,0,0,1,3,1,2,2,2,2,2,2,1,
120539,1.00,4.00,15,34,2,47,3.00,1,1,1,0,0,0,0,1,5.00,2,1,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,2,4,1,5,,2,1,1,1,0,1,1,0,0,0,1,3,2,2,2,3,2,2,3,,2
120612,3.00,1.00,21,50,2,51,3.00,1,1,1,0,1,0,0,0,2.00,2,4,,2,3,2,2,3,2,,,,,,,,,,,,,,,,,2,,6,2,10,,3,1,0,1,0,1,1,1,0,0,1,1,2,2,3,2,2,3,2,2,
120619,1.00,1.00,7,66,2,37,2.00,1,1,2,0,0,1,1,0,4.00,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,3,2,10,,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,,1
120628,1.00,3.00,24,56,2,45,3.00,1,1,1,0,0,0,1,0,4.00,2,1,,1,2,2,1,1,2,,,,,,,,,,,,,,,,,,1,4,2,6,,3,1,0,0,1,1,1,0,0,0,1,3,2,2,2,2,1,2,2,,2
120638,2.00,1.00,6,7,2,33,2.00,1,1,2,0,0,1,0,0,3.00,1,1,,1,2,2,1,2,2,,,,,,,,,,,,,,,,,,1,6,2,4,,4,0,0,0,1,1,0,0,0,0,1,1,2,1,2,1,1,2,1,,1
120732,1.00,1.00,7,62,2,35,2.00,1,1,3,0,1,1,0,1,5.00,3,1,,2,3,3,3,3,3,,,,,,,,,,,,,,,,,,2,4,2,5,,3,1,0,0,0,1,0,0,0,0,1,2,3,3,5,4,4,4,4,,4
120820,1.00,2.00,18,43,2,35,2.00,1,1,2,1,0,1,0,0,3.00,1,1,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,2,6,2,4,,4,1,0,0,0,1,1,0,0,0,1,1,1,1,2,2,2,2,2,,1
120835,2.00,2.00,14,31,2,27,2.00,1,1,1,1,0,0,0,0,1.00,1,4,,1,2,1,1,1,1,,,,,,,,,,,,,,,,,1,,6,2,13,,3,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,
120869,1.00,1.00,13,69,2,31,2.00,1,1,2,1,0,0,0,0,1.00,2,4,,1,2,2,1,2,2,,,,,,,,,,,,,,,,,1,,6,1,13,,3,1,0,0,1,1,1,0,0,0,1,1,1,1,2,2,1,2,2,1,
120870,3.00,1.00,21,50,2,44,3.00,1,1,1,0,0,0,1,0,4.00,3,1,,2,3,3,2,2,2,,,,,,,,,,,,,,,,,,2,6,2,4,,3,1,0,1,1,0,0,1,0,0,1,1,2,2,2,2,2,2,2,,2
120876,3.00,3.00,2,27,2,42,3.00,1,1,1,0,0,0,1,0,4.00,1,1,,1,3,2,1,3,2,,,,,,,,,,,,,,,,,,1,6,2,5,,3,1,0,0,1,1,0,0,0,0,1,1,1,1,2,2,1,2,2,,1
120880,1.00,1.00,13,68,2,54,3.00,1,1,1,0,0,0,0,1,5.00,1,1,,1,2,1,1,1,1,,,,,,,,,,,,,,,,,,1,2,3,1,,4,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,,1
120971,1.00,3.00,8,13,2,34,2.00,1,1,3,1,1,0,0,0,2.00,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,6,2,4,,4,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,1
121036,2.00,1.00,6,5,2,36,2.00,1,1,1,1,0,0,0,0,1.00,1,4,,1,2,1,1,2,2,,,,,,,,,,,,,,,,,2,,6,2,12,,6,1,0,1,1,1,1,1,0,0,1,1,1,1,2,2,1,2,2,2,
121105,1.00,1.00,7,63,2,25,1.00,1,1,3,1,1,1,0,0,3.00,3,1,,1,2,3,2,2,3,,,,,,,,,,,,,,,,,,2,3,2,10,,4,1,1,0,1,1,1,0,0,0,1,2,2,1,2,3,3,2,3,,3
121127,2.00,1.00,6,5,2,45,3.00,1,1,1,0,0,0,1,0,4.00,1,1,,1,3,2,2,1,1,,,,,,,,,,,,,,,,,,2,4,2,4,,2,1,0,0,0,1,0,0,0,0,1,3,1,1,1,1,1,2,2,,1
121169,2.00,4.00,16,38,2,32,2.00,1,1,2,1,1,0,0,0,2.00,1,1,,1,2,2,1,1,1,,,,,,,,,,,,,,,,,,1,6,2,3,,3,1,1,0,1,1,1,1,0,0,1,1,1,1,2,2,1,1,1,,1
121239,1.00,1.00,7,63,2,30,2.00,1,1,1,0,1,0,0,0,2.00,1,1,,1,2,1,1,2,1,,,,,,,,,,,,,,,,,,1,4,2,10,,3,1,0,0,0,1,0,1,0,0,1,1,1,1,2,2,1,2,2,,1
121407,1.00,4.00,22,51,2,45,3.00,1,1,1,0,0,1,0,0,3.00,1,1,,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,1,6,2,3,,4,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,,1
121459,1.00,2.00,23,53,2,44,3.00,1,1,1,0,0,1,0,0,3.00,5,3,,5,5,5,4,5,5,0,0,0,1,?? ??? ???????? ? ?????? ? ???????????? ??????,,,,,,,,,,,,5,,6,2,4,,3,1,0,0,0,1,1,0,0,0,1,2,3,2,3,4,3,3,3,4,
121483,1.00,1.00,7,63,2,36,2.00,1,1,2,0,1,0,1,0,4.00,2,1,,1,2,2,1,2,2,,,,,,,,,,,,,,,,,,1,6,2,4,,4,1,0,0,0,1,0,0,0,0,1,1,1,1,2,1,1,2,1,,1
121537,1.00,2.00,25,57,2,35,2.00,1,1,2,1,1,0,0,0,2.00,1,4,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1,,6,2,13,,4,1,0,1,1,1,1,1,0,0,1,1,1,1,2,3,1,2,2,1,
121700,1.00,1.00,6,10,2,28,2.00,1,1,1,0,1,0,0,0,2.00,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,3,2,13,,3,1,1,0,0,1,0,0,0,0,1,3,1,1,2,1,1,1,1,,1
121794,1.00,3.00,12,28,2,33,2.00,1,1,2,1,0,1,0,0,3.00,1,1,,1,3,2,1,2,2,,,,,,,,,,,,,,,,,,1,6,2,3,,3,1,0,0,1,1,1,0,0,0,1,1,1,1,3,2,1,2,2,,1
121991,3.00,3.00,2,27,2,27,2.00,1,1,1,1,0,0,0,0,1.00,2,4,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,2,,6,2,13,,3,0,1,1,1,1,0,1,0,0,1,3,2,2,2,2,1,2,2,1,
122014,2.00,4.00,16,38,2,31,2.00,1,1,1,0,0,1,0,0,3.00,1,1,,1,4,3,1,4,3,,,,,,,,,,,,,,,,,,1,6,2,3,,3,1,0,1,1,1,1,1,0,0,1,1,1,1,6,6,2,6,6,,1
122110,2.00,4.00,16,38,2,36,2.00,1,1,2,1,0,0,1,0,4.00,5,1,,3,4,4,3,4,4,,,,,,,,,,,,,,,,,,5,6,2,13,,2,0,0,0,1,1,0,0,0,0,1,2,3,3,4,4,3,4,4,,2
122121,2.00,2.00,14,31,2,38,2.00,1,1,1,0,0,1,0,0,3.00,4,2,,6,5,5,6,5,5,0,0,1,0,,1,1,1,1,0,0,1,1,0,0,,3,,6,2,5,,3,1,0,0,1,1,0,0,0,0,1,3,6,3,5,6,3,3,3,3,
122216,1.00,2.00,23,53,2,48,3.00,1,1,1,0,0,0,1,0,4.00,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,3,1,6,,2,1,1,0,0,1,1,0,0,0,1,2,1,1,1,1,1,1,1,,1
122242,2.00,2.00,14,31,2,41,3.00,1,1,2,0,0,0,1,1,5.00,4,1,,4,2,1,2,5,4,,,,,,,,,,,,,,,,,,4,6,1,4,,3,1,1,0,1,1,1,1,0,0,1,3,4,6,6,6,4,4,6,,5
122248,3.00,3.00,2,27,2,31,2.00,1,1,2,1,1,0,0,0,2.00,2,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,2,4,13,,2,1,1,1,1,1,1,1,0,0,1,1,2,1,1,2,2,2,1,,2
122267,1.00,3.00,19,44,2,34,2.00,1,1,2,1,1,0,0,0,2.00,1,4,,1,2,2,1,2,2,,,,,,,,,,,,,,,,,1,,6,2,13,,3,1,1,1,1,1,1,0,0,0,1,1,1,1,3,2,1,3,2,1,
122317,1.00,3.00,3,24,2,41,3.00,1,1,1,0,0,0,1,0,4.00,1,1,,1,2,1,1,2,1,,,,,,,,,,,,,,,,,,1,4,2,15,,2,1,0,0,0,1,1,0,0,0,1,3,1,1,2,1,1,2,1,,1
122321,1.00,3.00,19,45,2,40,2.00,1,1,1,0,0,1,0,0,3.00,2,7,,2,3,3,2,3,3,,,,,,,,,,,,,,,,,1,,3,2,6,,2,1,1,0,1,1,0,0,0,0,1,1,2,1,2,2,1,2,2,1,
122391,1.00,3.00,3,26,2,34,2.00,1,1,2,1,1,0,0,0,2.00,1,1,,1,3,2,1,2,2,,,,,,,,,,,,,,,,,,1,4,2,6,,3,1,1,1,1,1,1,0,0,0,1,1,1,1,3,2,1,3,2,,1
122420,2.00,1.00,6,5,2,34,2.00,1,1,2,1,1,0,0,0,2.00,1,3,,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,1,,6,2,13,,3,1,0,1,1,1,1,0,0,0,1,1,1,1,2,1,1,1,1,1,
122448,2.00,4.00,16,38,2,30,2.00,1,1,2,0,1,1,0,0,3.00,2,1,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,2,6,1,4,,4,1,0,0,1,1,1,0,0,0,1,1,2,1,2,2,2,2,2,,2
122521,1.00,3.00,19,45,2,31,2.00,1,1,1,1,0,0,0,0,1.00,1,4,,1,3,2,1,2,2,,,,,,,,,,,,,,,,,1,,6,2,1,,3,1,0,0,1,1,1,1,0,0,1,3,1,1,3,2,1,2,2,1,
122581,1.00,3.00,4,1,2,33,2.00,1,1,2,1,1,0,0,0,2.00,3,3,,4,5,3,3,5,3,0,0,1,0,,0,1,0,0,0,0,1,0,0,0,,5,,6,2,13,,3,1,0,0,0,1,1,0,0,0,1,2,3,3,5,3,3,5,3,5,
122694,1.00,3.00,3,24,2,32,2.00,1,1,1,0,1,0,0,0,2.00,3,4,,6,3,3,3,3,3,,,,,,,,,,,,,,,,,2,,5,2,6,,4,1,0,0,0,1,1,0,0,0,1,1,3,3,3,3,3,3,3,2,
122714,1.00,3.00,4,1,2,31,2.00,1,1,1,1,0,0,0,0,1.00,2,4,,1,3,2,1,3,2,,,,,,,,,,,,,,,,,1,,6,2,13,,4,1,0,0,0,1,1,0,0,0,1,3,2,2,3,2,2,3,2,2,
122745,1.00,2.00,20,47,2,40,2.00,1,1,2,0,0,1,0,1,5.00,1,1,,1,2,2,1,2,2,,,,,,,,,,,,,,,,,,1,6,2,3,,3,1,0,0,1,1,1,0,0,0,1,1,1,1,2,2,1,2,2,,1
122781,3.00,3.00,2,27,2,32,2.00,1,1,2,1,0,1,0,0,3.00,2,2,,2,2,2,2,2,2,1,0,0,0,,,,,,,,,,,,,2,,6,2,13,,3,1,0,1,1,1,1,0,0,0,1,1,2,1,2,2,1,1,1,3,
122808,3.00,3.00,2,27,2,39,2.00,1,1,1,0,0,1,0,0,3.00,4,3,,4,4,4,4,4,4,0,0,1,0,,1,1,1,1,0,0,0,0,0,0,,4,,6,3,3,,2,1,0,1,0,1,1,1,0,0,1,2,4,4,5,4,4,4,4,4,
122865,2.00,1.00,6,7,2,34,2.00,1,1,1,0,0,1,0,0,3.00,3,1,,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,1,4,2,10,,2,1,1,0,1,1,1,0,0,0,1,2,3,3,3,3,3,3,3,,3
122896,1.00,3.00,8,14,2,36,2.00,1,1,3,1,0,1,0,1,5.00,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,4,2,13,,6,1,0,0,0,1,1,0,0,0,1,1,1,1,1,2,1,1,2,,1
122902,3.00,3.00,2,27,2,33,2.00,1,1,1,1,0,0,0,0,1.00,1,4,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1,,6,2,13,,3,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,
122951,1.00,4.00,22,51,2,38,2.00,1,1,1,0,1,0,0,0,2.00,1,4,,1,3,2,1,2,2,,,,,,,,,,,,,,,,,1,,6,2,10,,3,1,1,1,1,1,0,0,0,0,1,1,1,1,3,2,1,2,2,1,
122984,3.00,3.00,2,27,2,27,2.00,1,1,1,1,0,0,0,0,1.00,1,5,,1,3,2,1,3,3,,,,,,,,,,,,,,,,,2,,4,2,13,,2,1,1,1,1,1,1,0,0,0,1,1,1,2,3,2,2,2,2,2,
122991,3.00,1.00,21,50,2,39,2.00,1,1,1,0,1,0,0,0,2.00,2,2,,1,2,2,1,2,2,1,0,0,0,,,,,,,,,,,,,1,,6,2,5,,3,0,1,0,0,1,0,0,0,0,1,1,1,1,3,3,1,2,2,1,
123069,2.00,2.00,14,31,2,33,2.00,1,1,1,1,0,0,0,0,1.00,1,5,,1,2,2,1,2,2,,,,,,,,,,,,,,,,,1,,6,2,3,,4,0,0,0,1,0,1,0,0,0,1,1,1,3,3,3,3,3,3,1,
123174,1.00,2.00,11,21,2,25,1.00,1,1,2,1,1,0,0,0,2.00,1,1,,1,2,1,1,2,2,,,,,,,,,,,,,,,,,,1,4,2,13,,6,1,1,0,1,1,0,1,0,0,1,1,1,1,2,2,1,2,2,,1
123236,3.00,1.00,21,50,2,35,2.00,1,1,2,0,1,0,1,0,4.00,6,1,,1,3,1,1,3,3,,,,,,,,,,,,,,,,,,3,4,1,10,,6,0,0,0,0,0,0,0,0,1,1,1,1,1,3,1,1,1,1,,1
123274,1.00,2.00,20,47,2,32,2.00,1,1,2,1,0,1,0,0,3.00,2,1,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,2,6,2,13,,2,1,0,0,0,0,0,0,0,0,1,1,2,2,2,2,1,2,2,,1
123282,1.00,2.00,9,15,2,31,2.00,1,1,1,1,0,0,0,0,1.00,1,4,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1,,3,2,9,,3,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,
123296,3.00,3.00,3,27,2,35,2.00,1,1,1,0,0,0,1,0,4.00,2,1,,2,3,3,2,2,2,,,,,,,,,,,,,,,,,,2,6,2,3,,4,1,0,0,0,1,1,0,0,0,1,1,1,1,3,2,1,2,2,,1
123309,1.00,3.00,17,41,2,33,2.00,1,1,1,0,0,0,1,0,4.00,2,1,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,2,4,2,12,,2,1,1,1,1,1,1,0,0,0,1,3,2,2,3,2,2,3,2,,2
123315,1.00,1.00,7,66,2,31,2.00,1,1,4,1,0,1,0,0,3.00,2,1,,2,3,3,2,2,3,,,,,,,,,,,,,,,,,,2,6,2,13,,3,1,1,0,1,1,0,1,0,0,1,3,2,2,3,3,2,3,3,,2
123350,1.00,2.00,23,53,2,30,2.00,1,1,2,1,1,0,0,0,2.00,3,4,,3,3,3,2,3,3,,,,,,,,,,,,,,,,,2,,6,2,2,,4,1,0,0,0,1,1,1,0,0,1,1,3,3,3,3,2,3,3,3,
123358,1.00,3.00,12,28,2,29,2.00,1,1,1,0,1,0,0,0,2.00,2,1,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,2,6,1,2,,4,1,0,1,1,1,1,0,0,0,1,1,2,2,2,2,2,2,2,,2
123405,3.00,3.00,2,27,2,31,2.00,1,1,1,0,1,0,0,0,2.00,2,4,,2,3,2,1,2,2,,,,,,,,,,,,,,,,,1,,6,2,12,,2,0,1,0,0,0,0,0,0,0,1,3,2,2,2,2,1,2,1,1,
123584,1.00,1.00,13,68,2,39,2.00,1,1,2,0,0,1,0,0,3.00,1,1,,1,5,5,1,5,5,,,,,,,,,,,,,,,,,,1,6,2,12,,1,0,0,0,0,1,0,0,0,0,1,3,1,1,5,1,1,5,1,,1
123596,1.00,3.00,24,55,2,32,2.00,1,1,1,0,0,1,0,0,3.00,1,1,,1,2,1,1,1,1,,,,,,,,,,,,,,,,,,1,4,3,5,,2,1,0,1,1,1,1,0,0,0,1,1,1,1,2,2,1,2,2,,1
123646,2.00,1.00,6,5,2,41,3.00,1,1,1,0,0,0,1,0,4.00,1,1,,1,3,2,1,3,1,,,,,,,,,,,,,,,,,,1,4,2,1,,4,1,0,0,1,1,0,1,0,0,1,3,2,2,3,3,1,3,2,,1
123813,1.00,1.00,10,20,2,25,1.00,1,1,2,1,1,0,0,0,2.00,3,2,,2,3,3,2,3,3,1,0,0,0,,,,,,,,,,,,,2,,4,2,6,,4,1,1,0,1,1,1,0,0,0,1,1,2,2,2,3,2,2,3,2,
123927,1.00,1.00,6,6,2,24,1.00,1,1,2,1,0,0,0,0,1.00,2,4,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,2,,4,2,13,,2,0,0,0,1,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,
124037,1.00,2.00,23,53,2,41,3.00,1,1,1,0,0,1,0,0,3.00,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,6,2,4,,2,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,,1
124123,2.00,1.00,6,5,2,45,3.00,1,1,1,0,0,0,0,1,5.00,1,2,,1,2,1,1,2,1,1,0,0,0,,,,,,,,,,,,,1,,5,2,4,,3,1,0,0,0,0,1,0,0,0,1,3,1,1,2,1,1,2,1,1,
124213,2.00,1.00,6,5,2,33,2.00,1,1,1,0,0,1,0,0,3.00,4,2,,3,4,3,3,4,3,0,1,0,0,,,,,,,,,,,,,2,,6,2,5,,3,1,0,0,0,1,0,1,0,0,1,1,2,2,3,3,2,3,3,3,
124241,1.00,3.00,24,56,2,41,3.00,1,1,1,0,0,0,1,0,4.00,3,1,,3,4,3,1,3,2,,,,,,,,,,,,,,,,,,1,6,2,6,,3,1,1,1,1,1,1,0,0,0,1,1,3,3,4,3,2,3,2,,1
124547,2.00,1.00,6,5,2,37,2.00,1,1,3,0,1,0,1,1,5.00,2,1,,2,3,2,2,3,3,,,,,,,,,,,,,,,,,,4,5,2,1,,4,1,0,0,1,1,0,1,0,0,1,1,2,2,3,2,2,3,3,,2
124612,1.00,3.00,8,12,2,43,3.00,1,1,1,0,0,1,0,0,3.00,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,6,3,4,,3,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,,1
124754,2.00,1.00,10,19,2,33,2.00,1,1,2,1,1,0,0,0,2.00,3,5,,3,4,4,4,5,3,,,,,,,,,,,,,,,,,6,,5,1,13,,2,1,0,1,1,1,1,1,0,0,1,1,3,3,5,3,4,4,3,3,
124885,2.00,4.00,16,38,2,25,1.00,1,1,1,0,1,0,0,0,2.00,2,4,,1,1,2,1,1,2,,,,,,,,,,,,,,,,,1,,6,2,10,,3,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,
126585,2.00,2.00,14,31,2,35,2.00,1,1,2,0,0,1,0,0,3.00,6,2,,2,5,2,4,4,4,0,0,1,0,,0,1,0,1,0,0,1,0,0,0,,4,,6,2,4,,3,1,0,0,0,1,0,0,0,0,1,2,3,2,3,3,4,3,4,4,
127899,3.00,3.00,2,27,2,28,2.00,1,1,1,0,1,0,0,0,2.00,1,4,,1,3,2,1,2,2,,,,,,,,,,,,,,,,,1,,4,2,10,,3,1,0,1,1,1,1,0,0,0,1,3,1,1,3,2,1,2,2,1,
128511,1.00,4.00,15,34,2,42,3.00,1,1,2,0,0,1,0,1,5.00,6,1,,6,6,5,5,5,6,,,,,,,,,,,,,,,,,,5,1,2,15,,3,0,0,0,1,1,1,1,0,0,1,2,6,6,2,4,5,5,5,,5
130102,3.00,1.00,21,50,2,45,3.00,1,1,1,0,0,0,1,0,4.00,2,1,,2,3,3,2,3,3,,,,,,,,,,,,,,,,,,2,3,2,7,,1,0,0,0,0,1,0,0,0,0,1,3,3,2,3,3,2,3,3,,2
118483,3.00,3.00,2,27,2,30,2.00,1,1,1,1,0,0,0,0,1.00,1,4,,1,2,2,1,2,2,,,,,,,,,,,,,,,,,1,,6,2,13,,3,1,1,1,0,1,1,0,0,0,,,,,,,,,,,
118484,1.00,3.00,8,11,2,30,2.00,1,1,2,1,0,1,0,0,3.00,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,3,2,13,,3,1,1,0,1,1,1,0,0,0,,,,,,,,,,,
118508,1.00,2.00,25,57,2,49,3.00,1,1,1,0,0,0,0,1,5.00,2,1,,1,3,3,1,2,6,,,,,,,,,,,,,,,,,,2,6,3,4,,3,1,0,1,1,1,0,1,0,0,,,,,,,,,,,
