CUSTOMER_ID,LOYALTY_SEGMENT,CHEFS_TABLE,AGE, INCOME ,GENDER,ZIP_CODE,DMA,GEOGRAPHY,ACQUIRED_DATE,12 Mo. DELIVERY_FEE_PAID,12 Mo. DELIVERYPASS_USED,12 Mo. DISCOUNT_AMOUNT,12 Mo. Orders,12 Mo. ORDERS_W_PROMO,12_Mo_Sales,24 Mo. DELIVERY_FEE_PAID,24 Mo. DELIVERYPASS_USED,24 Mo. DISCOUNT_AMOUNT,24 Mo. Orders,24 Mo. Orders w. Promo,24 Mo. Sales, SUNDAY ORDERS 12 MO.,MONDAY ORDERS 12 MO.,TUESDAY ORDERS 12 MO.,WEDNESDAY ORDERS 12 MO.,THURSDAY ORDERS 12 MO.,FRIDAY ORDERS 12 MO.,SATURDAY ORDERS 12 MO.,AlcoholicBeverages,BabyBoutique,Bakery,Bread,Catering,Dairy,DeliandCheese,Floral,Freezer,Grocery,HealthandBeautyAids,HouseholdEssentials,Kitchen,MealKit,Meat,NonalcoholicBeverages,PetShop,Poultry,Produce,Seafood,Snacks
1233159315,3. Every Three Week Shoppers,1,39,75000,F,10002,NY-NJ,Manhattan,9/19/2006 0:00,0,46,173.31,50,25,2759,0,115,374.28,116,78,6038,8,4,9,8,5,6,6,0.13,0,0.01,0.02,0,0.11,0.04,0,0.08,0.1,0,0.01,0.04,0,0.02,0.19,0,0.01,0.13,0.04,0.07
12432725,3. Every Three Week Shoppers,1,52,300000,F,10028,NY-NJ,Manhattan,12/9/2002 0:00,119.82,0,10.01,18,2,2777,282.55,0,18.02,45,7,7244,2,7,4,3, -   , -   ,2,0.03,0,0.01,0.01,0.26,0.02,0.03,0,0,0.04,0.01,0.36,0.01,0,0,0.01,0,0.01,0.11,0,0.09
11074672234,3. Every Three Week Shoppers,1,44,-1,F,10001,NY-NJ,Manhattan,5/27/2012 0:00,0,35,101.87,39,11,2783,0,82,144.41,83,22,5408,11,3, -   ,1,2,3,16,0.01,0,0.02,0,0.03,0.08,0.03,0,0.04,0.11,0,0.01,0.08,0,0,0.31,0,0,0.19,0,0.08
1113526826,3. Every Three Week Shoppers,1,37,250000,F,10036,NY-NJ,Manhattan,5/17/2006 0:00,112.83,0,3.03,17,4,2811,221.65,0,4.66,35,7,5135,1,2, -   ,6,1,2,5,0.14,0,0.01,0.02,0,0.09,0.1,0.01,0.09,0.08,0,0.01,0.14,0,0.02,0.1,0,0.04,0.1,0,0.06
11290448971,3. Every Three Week Shoppers,0,28,300000,F,10016,NY-NJ,Manhattan,6/26/2012 0:00,120.82,0,0.02,19,1,2814,246.61,0,2.04,39,4,6173,2,2,5,4,4, -   ,1,0,0,0,0,0,0.02,0,0,0.16,0.12,0,0,0.29,0,0,0.25,0,0,0.03,0,0.13
10549114222,3. Every Three Week Shoppers,0,22,300000,F,10024,NY-NJ,Manhattan,3/18/2012 0:00,0,17,25.03,19,6,2830,0,36,71.81,36,14,5947,1,3,6,2,3, -   ,2,0,0,0,0,0,0.18,0.05,0,0.09,0.06,0,0.03,0.09,0,0,0.09,0,0.01,0.33,0,0.09
11514397016,3. Every Three Week Shoppers,0,38,300000,M,10021,NY-NJ,Manhattan,7/30/2012 0:00,92.86,1,0.05,16,4,2837,158.75,3,5.07,28,7,5237,3,4,2,2,2, -   ,2,0,0,0,0.01,0,0.02,0.01,0.02,0.03,0.04,0,0.2,0,0,0,0.57,0,0,0.08,0,0.03
11287051467,3. Every Three Week Shoppers,0,31,75000,F,11101,NY-NJ,Queens,6/24/2012 0:00,6.99,31,26.81,35,6,2846,5.99,0,25,1,7,157,6,4,2,1,3,10,7,0,0,0,0,0,0.11,0.12,0.04,0.01,0.08,0,0.03,0,0,0.08,0.09,0,0.06,0.21,0.13,0.03
10482134196,3. Every Three Week Shoppers,0,79,75000,F,11218,NY-NJ,Brooklyn,3/9/2012 0:00,0,18,15.99,21,3,2865,0,32,35.48,35,8,5465,5,4,4,2,2, -   ,3,0,0,0,0,0,0.24,0.03,0,0.06,0.02,0,0.06,0.17,0.02,0.01,0,0,0,0.38,0.01,0.01
106175815,3. Every Three Week Shoppers,1,69,75000,F,10003,NY-NJ,Manhattan,4/27/2004 0:00,0,23,22.22,27,6,2871,0,48,36.96,48,13,6406,5,7,4,2,3,2,3,0.05,0,0.01,0.01,0.12,0.07,0.04,0.02,0.03,0.07,0.01,0.01,0.09,0,0.09,0.06,0,0.04,0.21,0.02,0.05
