ons_code,signature_count
E14000786,14217
E14000787,13684
E14000788,20046
E14000789,24819
E14000790,15277
E14000791,6792
E14000792,7623
E14000793,15142
E14000794,4747
E14000795,9145
E14000796,5501
W07000045,4160
E14000797,8846
E14000798,4293
E14000799,6942
E14000800,4116
E14000801,5148
E14000802,11247
E14000803,13559
E14000804,8929
E14000805,3849
E14000806,5593
E14000807,14954
E14000808,10401
E14000809,20017
E14000810,3612
S14000003,5107
E14000811,8589
E14000812,7219
W07000071,2785
E14000813,9810
E14000814,7492
E14000815,7255
E14000816,7284
E14000817,13870
N06000010,5355
E14000818,7108
E14000819,3008
E14000820,4060
E14000821,11881
E14000822,11123
E14000823,10332
E14000824,13380
W07000054,8944
W07000063,4817
E14000825,5666
E14000826,5864
W07000069,3943
E14000827,7325
E14000828,7920
E14000829,8208
E14000830,12222
E14000831,7225
E14000832,11447
E14000833,7624
E14000834,5021
W07000055,4303
W07000056,6294
N06000011,7778
E14000835,8103
E14000836,3615
N06000012,4653
E14000837,7014
E14000838,7383
E14000839,8683
N06000013,7385
E14000840,4105
E14000841,10422
E14000842,5153
E14000843,4957
E14000844,12418
E14000845,10974
E14000846,10940
E14000847,7875
E14000848,6156
E14000849,6586
E14000850,13752
E14000851,7606
E14000852,6094
E14000853,6166
E14000854,3671
E14000855,9421
E14000856,5269
E14000857,9555
E14000858,6078
E14000859,4985
E14000860,10020
E14000861,5407
E14000862,6084
E14000863,7912
E14000864,15275
E14000865,9607
E14000866,3571
E14000867,9440
E14000868,4078
W07000074,3668
E14000869,6157
E14000870,4856
E14000871,3218
E14000872,8086
E14000873,21541
E14000874,21927
E14000875,3298
E14000876,5497
E14000877,6540
E14000878,6133
E14000879,3662
E14000880,10427
W07000075,5898
E14000881,8350
E14000882,21524
E14000883,5314
E14000884,9960
W07000065,5579
E14000885,4346
E14000886,10134
E14000887,20580
E14000888,5110
E14000889,16037
E14000890,9959
E14000891,2664
E14000892,5016
E14000893,12438
W07000052,2544
E14000894,6748
E14000895,7537
E14000896,27914
E14000897,3966
E14000898,6657
E14000899,6323
E14000900,5344
E14000901,10399
E14000902,5496
E14000903,3936
E14000904,2454
E14000905,7565
E14000906,11201
E14000907,11788
E14000908,13905
E14000909,8829
E14000910,11376
E14000911,10489
E14000912,10106
E14000913,5616
E14000914,2785
E14000915,3671
E14000916,8260
E14000917,7303
E14000918,10438
E14000919,16120
E14000920,3467
E14000921,4574
E14000922,15701
E14000923,7635
E14000924,5347
E14000925,9298
E14000926,9633
E14000927,4775
E14000928,9533
E14000929,7097
E14000930,6983
E14000931,8102
E14000932,12955
N06000014,6341
E14000933,3610
E14000934,20805
E14000935,6065
E14000936,7167
N06000015,9536
E14000937,17037
E14000938,7704
E14000939,4053
E14000940,6883
E14000941,10469
E14000942,10815
E14000943,6686
E14000944,3469
E14000945,3934
E14000946,8141
E14000947,8867
E14000948,7940
E14000949,8062
E14000950,7407
E14000951,14572
E14000952,5239
E14000953,16925
E14000954,8459
E14000955,8169
E14000956,10207
E14000957,7196
E14000958,7324
E14000959,8247
E14000960,17686
E14000961,6904
E14000962,5044
E14000963,5454
E14000964,8847
E14000965,6361
E14000966,4337
E14000967,5227
E14000968,6905
E14000969,9298
E14000970,3258
E14000971,5324
E14000972,3291
E14000973,2650
E14000974,2597
E14000975,5362
E14000976,4484
N06000016,4885
E14000977,10046
E14000978,24924
E14000979,9759
E14000980,14303
E14000981,10017
E14000982,4588
E14000983,10735
E14000984,10453
E14000985,7886
W07000048,3849
W07000047,7294
E14000986,4191
E14000987,9830
E14000988,10801
E14000989,4243
E14000990,9434
E14000991,12321
E14000992,5305
E14000993,7674
E14000994,8248
E14000995,4936
E14000996,8620
E14000997,11217
E14000998,23052
E14000999,6227
W07000053,3742
E14001000,8404
E14001001,10948
E14001002,16978
E14001003,13034
E14001004,14186
E14001005,24927
E14001006,10430
N06000017,6412
E14001007,8237
W07000060,3991
W07000078,8133
E14001008,25344
E14001009,4732
E14001010,6724
E14001011,2001
E14001012,3508
E14001013,17760
E14001014,4302
E14001015,15548
E14001016,4008
E14001017,5745
E14001018,10188
E14001019,14828
E14001020,3423
E14001021,11105
E14001022,5200
E14001023,11891
E14001024,7621
E14001025,5915
E14001026,11072
E14001027,10203
E14001028,2857
E14001029,2434
E14001030,2163
E14001031,11763
E14001032,14773
E14001033,6831
E14001034,7055
N06000018,5866
E14001035,9820
E14001036,18743
E14001037,10014
E14001038,8378
E14001039,4581
E14001040,21325
E14001041,15966
E14001042,12420
E14001043,6899
E14001044,7595
E14001045,6213
E14001046,14037
E14001047,13884
E14001048,14213
E14001049,2399
E14001050,2213
E14001051,4839
E14001052,8668
E14001053,4007
E14001054,5776
E14001055,9256
W07000044,4213
E14001056,10545
E14001057,6214
E14001058,5221
E14001059,8847
E14001060,7299
W07000041,4846
E14001061,14955
E14001062,10801
S14000009,4298
S14000004,5318
S14000010,6202
S14000005,9740
S14000011,6979
S14000012,7727
S14000013,6455
S14000014,7907
S14000015,7851
S14000016,8674
S14000017,10195
S14000018,13266
S14000019,9891
S14000006,5961
S14000020,13212
S14000021,12762
