ons_code,signature_count
E14000817,110
N06000010,28
E14000818,143
E14000819,111
E14000820,223
E14000821,167
E14000822,215
E14000823,58
E14000824,138
W07000054,105
W07000063,86
E14000825,149
E14000826,156
W07000069,102
E14000827,139
E14000828,137
E14000829,153
E14000830,119
E14000831,113
E14000832,93
E14000833,162
E14000834,159
W07000055,107
W07000056,69
N06000011,36
E14000835,164
E14000836,229
N06000012,78
E14000837,132
E14000838,180
E14000839,141
N06000013,95
E14000840,151
E14000841,176
E14000842,195
E14000843,161
E14000844,150
E14000845,143
E14000846,114
E14000847,112
E14000848,186
E14000849,188
E14000850,122
E14000851,176
E14000852,226
E14000853,194
E14000854,159
E14000855,227
E14000856,158
E14000857,158
E14000858,140
E14000859,159
E14000860,115
E14000861,122
E14000862,161
E14000863,101
E14000864,100
E14000865,81
E14000866,140
E14000867,102
E14000868,139
W07000074,106
E14000869,164
E14000870,162
E14000871,123
E14000872,145
E14000873,81
E14000874,108
E14000875,142
E14000876,171
E14000877,112
E14000878,159
E14000879,223
E14000880,186
W07000075,75
E14000881,152
E14000882,74
E14000883,188
E14000884,142
W07000065,112
E14000885,84
E14000886,112
E14000887,42
E14000888,204
E14000889,100
E14000890,115
E14000891,204
E14000892,169
E14000893,104
W07000052,63
E14000894,159
E14000895,186
E14000896,61
E14000897,124
E14000898,196
E14000899,209
E14000900,163
E14000901,117
E14000902,158
E14000903,179
E14000904,138
E14000905,161
E14000906,98
E14000907,118
E14000908,140
E14000909,156
E14000910,151
E14000911,125
E14000912,123
E14000913,182
E14000914,175
E14000915,163
E14000916,106
E14000917,157
E14000918,153
E14000919,57
E14000920,160
E14000921,126
E14000922,93
E14000923,118
E14000924,226
E14000925,174
E14000926,131
E14000927,244
E14000928,144
E14000929,239
E14000930,72
E14000931,149
E14000932,159
N06000014,66
E14000933,218
E14000934,135
E14000935,135
E14000936,185
N06000015,19
E14000937,136
E14000938,198
E14000939,202
E14000940,148
E14000941,182
E14000942,180
E14000943,144
E14000944,158
E14000945,143
E14000946,166
E14000947,173
E14000948,191
E14000949,156
E14000950,158
E14000951,132
E14000952,209
E14000953,99
E14000954,213
E14000955,169
E14000956,151
E14000957,181
E14000958,153
E14000959,157
E14000960,92
E14000961,220
E14000962,128
E14000963,123
E14000964,163
E14000965,157
E14000966,158
E14000967,153
E14000968,129
E14000969,102
E14000970,177
E14000971,136
E14000972,104
E14000973,141
E14000974,131
E14000975,155
E14000976,137
N06000016,74
E14000977,122
E14000978,33
E14000979,111
E14000980,116
E14000981,172
E14000982,176
E14000983,158
E14000984,116
E14000985,135
W07000048,89
W07000047,75
E14000986,166
E14000987,115
E14000988,143
E14000989,171
E14000990,135
E14000991,112
E14000992,129
E14000993,163
E14000994,111
E14000995,241
E14000996,139
E14000997,139
E14000998,33
E14000999,224
W07000053,86
E14001000,176
E14001001,165
E14001002,44
E14001003,126
E14001004,92
E14001005,81
E14001006,152
N06000017,84
E14001007,104
W07000060,115
W07000078,116
E14001008,37
E14001009,184
E14001010,112
E14001011,115
E14001012,91
E14001013,50
E14001014,145
E14001015,154
E14001016,66
E14001017,158
E14001018,121
E14001019,89
E14001020,176
E14001021,103
E14001022,188
E14001023,141
E14001024,163
E14001025,182
E14001026,167
E14001027,108
E14001028,193
E14001029,96
E14001030,115
E14001031,155
E14001032,69
E14001033,120
E14001034,172
N06000018,19
E14001035,135
E14001036,38
E14001037,93
E14001038,198
E14001039,161
E14001040,59
E14001041,100
E14001042,95
E14001043,107
E14001044,93
E14001045,156
E14001046,142
E14001047,101
E14001048,103
E14001049,124
E14001050,84
E14001051,69
E14001052,100
E14001053,125
E14001054,158
E14001055,158
W07000044,61
E14001056,110
E14001057,126
E14001058,175
E14001059,118
E14001060,163
W07000041,107
E14001061,98
E14001062,139
S14000009,63
S14000004,56
S14000010,66
S14000005,109
S14000011,44
S14000012,47
S14000013,104
S14000014,71
S14000015,40
S14000016,39
S14000017,71
S14000018,27
S14000019,56
S14000006,53
S14000020,65
S14000021,50
